index,school,name,team,citystate,type,subdivision,conference,profile_url,logo,football_stadium,baseball_stadium,basketball_stadium,softball_stadium,soccer_stadium,volleyball_stadium,ice_hockey_stadium,other_stadiums,color_hex
University of North Texas,North Texas,Mean Green,Denton,TX,Public,FBS,American Conference,https://en.wikipedia.org/wiki/North_Texas_Mean_Green,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/North_Texas_Mean_Green_logo.svg/250px-North_Texas_Mean_Green_logo.svg.png,DATCU Stadium,,UNT Coliseum (aka The Super Pit),,,,,,"['#00853E', '#FFFFFF']"
University of Notre Dame du Lac,Notre Dame,Fighting Irish,Notre Dame,IN,Private,FBS,Atlantic Coast Conference[FB 17],https://en.wikipedia.org/wiki/Notre_Dame_Fighting_Irish,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Nd_athletics_gold_logo_2015.svg/250px-Nd_athletics_gold_logo_2015.svg.png,Notre Dame Stadium,Frank Eck Stadium,Edmund P. Joyce Center,Melissa Cook Stadium,Alumni Stadium,,,,"['#0C2340', '#C99700']"
University of Oklahoma,Oklahoma,Sooners,Norman,OK,Public,FBS,Southeastern Conference,https://en.wikipedia.org/wiki/Oklahoma_Sooners,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Oklahoma_Sooners_logo.svg/120px-Oklahoma_Sooners_logo.svg.png,Gaylord Family Oklahoma Memorial Stadium,L. Dale Mitchell Baseball Park,Lloyd Noble Center,Love's Field,John Crain Field,McCasland Field House,,,"['#841617', '#DDCBA4']"
University of Oregon,Oregon,Ducks,Eugene,OR,Public,FBS,Big Ten Conference,https://en.wikipedia.org/wiki/Oregon_Ducks,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Oregon_Ducks_logo.svg/250px-Oregon_Ducks_logo.svg.png,Autzen Stadium,PK Park,Matthew Knight Arena,Jane Sanders Stadium,Papé Field,,,,"['#007030', '#FEE11A']"
University of Pennsylvania,Penn,Quakers,Philadelphia,PA,Private,FCS,Ivy League,https://en.wikipedia.org/wiki/Penn_Quakers,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Penn_Quakers_logo.svg/250px-Penn_Quakers_logo.svg.png,Franklin Field,Meiklejohn Stadium,Palestra,Penn Park,Rhodes Field,Palestra,Class of 1923 Arena,{'Lacrosse stadium': 'Franklin Field'},"['#011F5B', '#990000']"
University of Pittsburgh,Pittsburgh,Panthers,Pittsburgh,PA,Public[O 3],FBS,Atlantic Coast Conference,https://en.wikipedia.org/wiki/Pittsburgh_Panthers,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Pitt_Panthers_wordmark.svg/250px-Pitt_Panthers_wordmark.svg.png,Acrisure Stadium,Charles L. Cost Field,Petersen Events Center,Vartabedian Field,Ambrose Urbanic Field,Fitzgerald Field House,,,"['#FFB81C', '#003594']"
University of Portland,Portland,Pilots,Portland,OR,Private,Non-football,West Coast Conference,https://en.wikipedia.org/wiki/Portland_Pilots,https://upload.wikimedia.org/wikipedia/en/thumb/4/43/Portland_pilots_anchor_logo.png/250px-Portland_pilots_anchor_logo.png,,Joe Etzel Field,Chiles Center,,Merlo Field,,,,"['#330072', '#FFFFFF']"
University of Rhode Island,Rhode Island,Rams,Kingston,RI,Public,FCS,Atlantic 10 Conference[FB 8],https://en.wikipedia.org/wiki/Rhode_Island_Rams,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Rhode_Island_Rams_logo.svg/120px-Rhode_Island_Rams_logo.svg.png,Meade Stadium Centreville Bank Stadium (will be used in 2026),Bill Beck Field,Ryan Center,,URI Soccer Complex,,,,"['#041E42', '#FFFFFF', '#68ABE8']"
University of Richmond,Richmond,Spiders,Richmond,VA,Private,FCS,Atlantic 10 Conference[FB 8],https://en.wikipedia.org/wiki/Richmond_Spiders,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Richmond_Spiders_logo.svg/250px-Richmond_Spiders_logo.svg.png,E. Claiborne Robins Stadium,Malcolm U. Pitt Field,Robins Center,,,,,,"['#000066', '#990000']"
University of Saint Thomas,St. Thomas,Tommies,Saint Paul,MN,Private,FCS,Summit League[FB 13],https://en.wikipedia.org/wiki/St._Thomas_Tommies_(Minnesota),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/St-thomas-mn_logo_from_NCAA.svg/250px-St-thomas-mn_logo_from_NCAA.svg.png,O'Shaughnessy Stadium,Koch Diamond,Lee & Penny Anderson Arena,South Field,South Soccer Field,,Lee & Penny Anderson Arena,,
University of San Diego,San Diego,Toreros,San Diego,CA,Private,FCS,West Coast Conference[FB 18],https://en.wikipedia.org/wiki/San_Diego_Toreros,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/San_Diego_Toreros_logo.svg/250px-San_Diego_Toreros_logo.svg.png,Torero Stadium,Fowler Park,Jenny Craig Pavilion,Reggie Smith Softball Complex,,Jenny Craig Pavilion,,,"['#75BEE9', '#003B70', '#FFFFFF']"
University of San Francisco,San Francisco,Dons,San Francisco,CA,Private,Non-football,West Coast Conference,https://en.wikipedia.org/wiki/San_Francisco_Dons,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/San_Francisco_Dons_logo.svg/250px-San_Francisco_Dons_logo.svg.png,,Dante Benedetti Diamond at Max Ulrich Field,War Memorial at the Sobrato Center and Chase Center,,Negoesco Stadium,,,,"['#FDBB30', '#00543C']"
University of South Alabama,South Alabama,Jaguars,Mobile,AL,Public,FBS,Sun Belt Conference,https://en.wikipedia.org/wiki/South_Alabama_Jaguars,https://upload.wikimedia.org/wikipedia/en/thumb/6/62/South_alabama_jaguars_prim_logo.png/250px-South_alabama_jaguars_prim_logo.png,Hancock Whitney Stadium,Eddie Stanky Field,Mitchell Center,Jaguar Field,,,,,"['#BF0D3E', '#FFFFFF', '#00205B']"
University of South Carolina,South Carolina,Gamecocks,Columbia,SC,Public,FBS,Southeastern Conference,https://en.wikipedia.org/wiki/South_Carolina_Gamecocks,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/South_Carolina_Gamecocks_logo.svg/250px-South_Carolina_Gamecocks_logo.svg.png,Williams-Brice Stadium,Founders Park,Colonial Life Arena,Carolina Softball Stadium,Eugene E. Stone III Stadium,Carolina Volleyball Center,,,"['#000000', '#73000A']"
University of South Carolina Upstate,USC Upstate[N 26],Spartans,Spartanburg,SC,Public,Non-football,Big South Conference,https://en.wikipedia.org/wiki/USC_Upstate_Spartans,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/USC_Upstate_Spartans_logo.svg/250px-USC_Upstate_Spartans_logo.svg.png,,Cleveland S. Harley Baseball Park,G. B. Hodge Center,Cyrill Softball Stadium,County University Soccer Stadium,,,,"['#00833e', '#000000']"
University of South Dakota,South Dakota,Coyotes,Vermillion,SD,Public,FCS,Summit League[FB 13],https://en.wikipedia.org/wiki/South_Dakota_Coyotes,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/South_Dakota_Coyotes_logo.svg/250px-South_Dakota_Coyotes_logo.svg.png,DakotaDome,,Sanford Coyote Sports Center,,,,,,"['#AD0000', '#FFFFFF']"
University of Southern California,USC[N 27],Trojans[ax],Los Angeles,CA,Private,FBS,Big Ten Conference,https://en.wikipedia.org/wiki/USC_Trojans,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/USC_Trojans_logo.svg/250px-USC_Trojans_logo.svg.png,Los Angeles Memorial Coliseum,Dedeaux Field,Galen Center,,Rawlinson Stadium,,,,"['#9D2235', '#FFC72C']"
University of Southern Indiana,Southern Indiana,Screaming Eagles,Evansville[L 28],IN,Public,Non-football,Ohio Valley Conference,https://en.wikipedia.org/wiki/Southern_Indiana_Screaming_Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Southern_Indiana_Screaming_Eagles_logo.svg/250px-Southern_Indiana_Screaming_Eagles_logo.svg.png,,USI Baseball Field,"Liberty Arena, Home of the Screaming Eagles",,Strassweg Field,,,,"['#002856', '#FFFFFF', '#CF102D']"
University of Southern Mississippi,Southern Miss,Golden Eagles[u],Hattiesburg,MS,Public,FBS,Sun Belt Conference,https://en.wikipedia.org/wiki/Southern_Miss_Golden_Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Southern_Miss_Athletics_logo.svg/250px-Southern_Miss_Athletics_logo.svg.png,M.M. Roberts Stadium,Pete Taylor Park,Reed Green Coliseum,,,,,,"['#FFD046', '#000000']"
University of South Florida,South Florida,Bulls,Tampa,FL,Public,FBS,American Conference,https://en.wikipedia.org/wiki/South_Florida_Bulls,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Official_USF_Bulls_Athletic_Logo.png/250px-Official_USF_Bulls_Athletic_Logo.png,Raymond James Stadium,USF Baseball Stadium,Yuengling Center,USF Softball Stadium,Corbett Stadium,The Corral,AdventHealth Center Ice (club team),{'Lacrosse stadium': 'Corbett Stadium'},"['#006747', '#CFC493', '#FFFFFF']"
University of the Incarnate Word,Incarnate Word[N 28],Cardinals,San Antonio,TX,Private,FCS,Southland Conference,https://en.wikipedia.org/wiki/Incarnate_Word_Cardinals,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/Incarnate_Word_Cardinals_logo.svg/250px-Incarnate_Word_Cardinals_logo.svg.png,Gayle and Tom Benson Stadium,Sullivan Field,McDermott Center,H-E-B Field,Gayle and Tom Benson Stadium,,,,"['#000000', '#FFFFFF', '#CB333B']"
University of the Pacific,Pacific,Tigers,Stockton,CA,Private,Non-football,West Coast Conference,https://en.wikipedia.org/wiki/Pacific_Tigers,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Pacific_Tigers_logo.svg/250px-Pacific_Tigers_logo.svg.png,,Klein Family Field,Alex G. Spanos Center,Bill Simoni Field,Knoles Field,Alex G. Spanos Center,,,"['#000000', '#F47920']"
University of Toledo,Toledo,Rockets,Toledo,OH,Public,FBS,Mid-American Conference,https://en.wikipedia.org/wiki/Toledo_Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/Toledo_Rockets_logo.svg/250px-Toledo_Rockets_logo.svg.png,Glass Bowl,Scott Park Baseball Complex,Savage Arena,,,,,,"['#0B2240', '#FFCD00']"
University of Utah,Utah,Utes[ay],Salt Lake City,UT,Public,FBS,Big 12 Conference,https://en.wikipedia.org/wiki/Utah_Utes,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Utah_Utes_primary_logo.svg/250px-Utah_Utes_primary_logo.svg.png,Rice-Eccles Stadium,Smith's Ballpark,Jon M. Huntsman Center,,,,,,"['#BE0000', '#FFFFFF']"
University of Virginia,Virginia,Cavaliers,Charlottesville[L 29],VA,Public,FBS,Atlantic Coast Conference,https://en.wikipedia.org/wiki/Virginia_Cavaliers,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Virginia_Cavaliers_logo.svg/250px-Virginia_Cavaliers_logo.svg.png,Scott Stadium,Davenport Field at Disharoon Park,John Paul Jones Arena,Palmer Park,Klöckner Stadium,,,{'Lacrosse stadium': 'Klöckner Stadium'},"['#F84C1E', '#232D4B']"
University of Washington,Washington,Huskies,Seattle,WA,Public,FBS,Big Ten Conference,https://en.wikipedia.org/wiki/Washington_Huskies,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/250px-Washington_Huskies_logo.svg.png,Husky Stadium,Husky Ballpark,Hec Edmundson Pavilion,Husky Softball Stadium,Husky Soccer Stadium,,,,"['#33006F', '#E8D3A2']"
University of West Florida,West Florida,Argonauts,Pensacola,FL,Public,FCS,United Athletic Conference[FB 19][FB 19],https://en.wikipedia.org/wiki/West_Florida_Argonauts,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/West_Florida_Argonauts_primary_logo.svg/250px-West_Florida_Argonauts_primary_logo.svg.png,Pen Air Field At Darrell Gooden Stadium,Jim Spooner Field,UWF Field House,UWF Softball Complex,UWF Soccer Complex,,,,"['#0072CE', '#00AF66', '#FFFFFF']"
University of West Georgia,West Georgia,Wolves,Carrollton,GA,Public,FCS,United Athletic Conference[FB 19][FB 19],https://en.wikipedia.org/wiki/West_Georgia_Wolves,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/West_Georgia_Wolves_logo.svg/250px-West_Georgia_Wolves_logo.svg.png,University Stadium,Cole Field,The Coliseum,University Softball Field,University Soccer Field,,,,"['#DB1A21', '#0033A1']"
University of Wisconsin–Green Bay,Green Bay,Phoenix,Green Bay,WI,Public,Non-football,Horizon League,https://en.wikipedia.org/wiki/Green_Bay_Phoenix,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Gb_phoenix_main_logo_2022.png/250px-Gb_phoenix_main_logo_2022.png,,,"Resch Center (men)
Kress Events Center (women)",Aldo Santaga Stadium,Festival Foods Field at Aldo Santaga Stadium,,,,"['#FFFFFF', '#006A4D']"
University of Wisconsin–Madison,Wisconsin,Badgers,Madison,WI,Public,FBS,Big Ten Conference,https://en.wikipedia.org/wiki/Wisconsin_Badgers,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Wisconsin_Badgers_logo.svg/250px-Wisconsin_Badgers_logo.svg.png,Camp Randall Stadium,,Kohl Center,,McClimon Stadium,,"Kohl Center (men)
LaBahn Arena (women)",,"['#C5050C', '#FFFFFF']"
University of Wisconsin–Milwaukee,Milwaukee,Panthers,Milwaukee,WI,Public,Non-football,Horizon League,https://en.wikipedia.org/wiki/Milwaukee_Panthers,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Milwaukee_panthers_main_logo.png/250px-Milwaukee_panthers_main_logo.png,,Franklin Field,"UW–Milwaukee Panther Arena (men)
Klotsche Center (men/women)",,Engelmann Stadium,,,,"['#222222', '#FFB81C']"
University of Wyoming,Wyoming,Cowboys[ai],Laramie,WY,Public,FBS,Mountain West Conference,https://en.wikipedia.org/wiki/Wyoming_Cowboys_and_Cowgirls,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Wyoming_Athletics_logo.svg/120px-Wyoming_Athletics_logo.svg.png,War Memorial Stadium,,Arena-Auditorium,,Madrid Sports Complex,,,,"['#FFC425', '#FFFFFF', '#492F24']"
Utah State University,Utah State,Aggies,Logan,UT,Public,FBS,Mountain West Conference[C 3],https://en.wikipedia.org/wiki/Utah_State_Aggies,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Utah_State_Aggies_logo.svg/250px-Utah_State_Aggies_logo.svg.png,Maverik Stadium,,Dee Glen Smith Spectrum,LaRee & LeGrand Johnson Field,Chuck & Gloria Bell Soccer Field,,,,"['#0F2439', '#FFFFFF']"
Utah Tech University,Utah Tech,Trailblazers,Saint George,UT,Public,FCS,Western Athletic Conference[FB 1][C 9],https://en.wikipedia.org/wiki/Utah_Tech_Trailblazers,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Utah_Tech_Trailblazers_logo_2022.svg/250px-Utah_Tech_Trailblazers_logo_2022.svg.png,Greater Zion Stadium,Bruce Hurst Field,Burns Arena,,,,,,"['#003058', '#FFFFFF', '#BA1C21']"
Utah Valley University,Utah Valley,Wolverines,Orem,UT,Public,Non-football,Western Athletic Conference[C 4],https://en.wikipedia.org/wiki/Utah_Valley_Wolverines,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Utah_Valley_Wolverines_logo.svg/250px-Utah_Valley_Wolverines_logo.svg.png,,UCCU Ballpark,UCCU Center,Wolverine Stadium,UCCU Stadium,Lockhart Arena,,,"['#275D38', '#FFFFFF']"
Valparaiso University,Valparaiso,Beacons,Valparaiso,IN,Private,FCS,Missouri Valley Conference[FB 9],https://en.wikipedia.org/wiki/Valparaiso_Beacons,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Valparaiso_Beacons_logo.svg/250px-Valparaiso_Beacons_logo.svg.png,Brown Field,Emory G. Bauer Field,Athletics–Recreation Center,,Brown Field,,,,"['#FFE300', '#5C3000']"
Vanderbilt University,Vanderbilt,Commodores,Nashville,TN,Private,FBS,Southeastern Conference,https://en.wikipedia.org/wiki/Vanderbilt_Commodores,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Vanderbilt_Athletics_logo.svg/250px-Vanderbilt_Athletics_logo.svg.png,FirstBank Stadium,Hawkins Field,Memorial Gymnasium,,,Memorial Gymnasium,,,"['#CFAE70', '#000000']"
Villanova University,Villanova,Wildcats,Villanova[L 30],PA,Private,FCS,Big East Conference[FB 4],https://en.wikipedia.org/wiki/Villanova_Wildcats,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Villanova_Wildcats_logo.svg/250px-Villanova_Wildcats_logo.svg.png,Villanova Stadium,Villanova Ballpark at Plymouth,"William B. Finneran Pavilion (on campus)
Xfinity Mobile Arena (high-attendance games)",,Higgins Soccer Complex,,,,"['#FFFFFF', '#00205B']"
Virginia Commonwealth University,VCU,Rams,Richmond,VA,Public,Non-football,Atlantic 10 Conference,https://en.wikipedia.org/wiki/VCU_Rams,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/VCU_Athletics_Logo.svg/250px-VCU_Athletics_Logo.svg.png,,The Diamond,Stuart C. Siegel Center,,Sports Backers Stadium,,,,"['#FFB300', '#000000']"
Virginia Military Institute[be],VMI,Keydets,Lexington,VA,Public,FCS,Southern Conference,https://en.wikipedia.org/wiki/VMI_Keydets,https://upload.wikimedia.org/wikipedia/en/thumb/1/10/Vmi_keydets_primary.png/250px-Vmi_keydets_primary.png,Alumni Memorial Field,Gray–Minor Stadium,Cameron Hall,,Patchin Field,,,{'Lacrosse stadium': 'Alumni Memorial Field'},"['#FFD619', '#AE122A', '#FFFFFF']"
Virginia Polytechnic Institute and State University,Virginia Tech,Hokies,Blacksburg,VA,Public,FBS,Atlantic Coast Conference,https://en.wikipedia.org/wiki/Virginia_Tech_Hokies,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/250px-Virginia_Tech_Hokies_logo.svg.png,Lane Stadium/Worsham Field,English Field,Cassell Coliseum,,Thompson Field,,,,"['#861F41', '#E87722']"
Wagner College,Wagner,Seahawks,Staten Island,NY,Private,FCS,NEC,https://en.wikipedia.org/wiki/Wagner_Seahawks,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Wagner_Seahawks_logo.svg/250px-Wagner_Seahawks_logo.svg.png,Hameline Field,SIUH Community Park,Spiro Sports Center,Wagner Softball Field,,,,,"['#004331', '#FFFFFF']"
Wake Forest University,Wake Forest,Demon Deacons,Winston-Salem,NC,Private,FBS,Atlantic Coast Conference,https://en.wikipedia.org/wiki/Wake_Forest_Demon_Deacons,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Wake_Forest_University_Athletic_logo.svg/250px-Wake_Forest_University_Athletic_logo.svg.png,Allegacy Federal Credit Union Stadium,David F. Couch Ballpark,Lawrence Joel Veterans Memorial Coliseum,,Spry Soccer Stadium,,,,"['#CEB888', '#2C2A29']"
Washington State University,Washington State,Cougars,Pullman,WA,Public,FBS,Pac-12 Conference[O 2],https://en.wikipedia.org/wiki/Washington_State_Cougars,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Washington_State_Cougars_logo.svg/250px-Washington_State_Cougars_logo.svg.png,Martin Stadium,Bailey-Brayton Field,Beasley Coliseum,,,,,,"['#981E32', '#53565A']"
Weber State University,Weber State,Wildcats,Ogden,UT,Public,FCS,Big Sky Conference,https://en.wikipedia.org/wiki/Weber_State_Wildcats,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Weber_State_Wildcats_logo.svg/250px-Weber_State_Wildcats_logo.svg.png,Elizabeth Dee Shaw Stewart Stadium,,Dee Events Center,Wildcat Softball Field,Wildcat Soccer Field,,,,"['#FFFFFF', '#492365']"
Western Carolina University,Western Carolina,Catamounts,Cullowhee,NC,Public,FCS,Southern Conference,https://en.wikipedia.org/wiki/Western_Carolina_Catamounts,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Western_Carolina_Catamounts_logo.svg/250px-Western_Carolina_Catamounts_logo.svg.png,E. J. Whitmire Stadium,Hennon Stadium,Ramsey Center,,,,,,"['#B9975B', '#592C88']"
Western Illinois University,Western Illinois,Leathernecks,Macomb,IL,Public,FCS,Ohio Valley Conference,https://en.wikipedia.org/wiki/Western_Illinois_Leathernecks,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Western_Illinois_Leathernecks_logo.svg/250px-Western_Illinois_Leathernecks_logo.svg.png,Hanson Field,Alfred D. Boyer Stadium,Western Hall,Mary Ellen McKee Softball Stadium,MacKenzie Alumni Field,,,,"['#663399', '#FFCC00']"
Western Kentucky University,Western Kentucky,Hilltoppers[az],Bowling Green,KY,Public,FBS,Conference USA,https://en.wikipedia.org/wiki/Western_Kentucky_Hilltoppers_and_Lady_Toppers,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/WKU_Athletics_logo.svg/250px-WKU_Athletics_logo.svg.png,"Houchens Industries -
L. T. Smith Stadium",Nick Denes Field,E. A. Diddle Arena,WKU Softball Complex,,,,,"['#FFFFFF', '#B01E24']"
Western Michigan University,Western Michigan,Broncos,Kalamazoo,MI,Public,FBS,Mid-American Conference,https://en.wikipedia.org/wiki/Western_Michigan_Broncos,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Western_michigan_bronco_logo.png/250px-Western_michigan_bronco_logo.png,Waldo Stadium,Hyames Field,University Arena,Ebert Field,WMU Soccer Complex,,Lawson Arena,,"['#F1C500', '#532E1F']"
West Virginia University,West Virginia,Mountaineers,Morgantown,WV,Public,FBS,Big 12 Conference,https://en.wikipedia.org/wiki/West_Virginia_Mountaineers,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/West_Virginia_Mountaineers_logo.svg/250px-West_Virginia_Mountaineers_logo.svg.png,Milan Puskar Stadium,Kendrick Family Ballpark,Hope Coliseum,,,,,,"['#EAAA00', '#FFFFFF', '#002855']"
Wichita State University,Wichita State,Shockers,Wichita,KS,Public,Non-football,American Conference,https://en.wikipedia.org/wiki/Wichita_State_Shockers,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Wichita_State_Shockers_logo.svg/250px-Wichita_State_Shockers_logo.svg.png,Cessna Stadium,Eck Stadium,Charles Koch Arena,Wilkins Stadium,,,,,"['#FFFFFF', '#FFCD00', '#27251F']"
William Marsh Rice University,Rice,Owls,Houston,TX,Private,FBS,American Conference,https://en.wikipedia.org/wiki/Rice_Owls,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Rice_Owls_logo.svg/250px-Rice_Owls_logo.svg.png,Rice Stadium,Reckling Park,Tudor Fieldhouse,,,,,,"['#C1C6C8', '#00205B']"
Winthrop University,Winthrop,Eagles,Rock Hill,SC,Public,Non-football,Big South Conference,https://en.wikipedia.org/wiki/Winthrop_Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Winthrop_Eagles_logo.svg/250px-Winthrop_Eagles_logo.svg.png,,The Winthrop Ballpark,Winthrop Coliseum,Terry Field,Eagle Field,,,,"['#F0B323', '#660000']"
Wofford College,Wofford,Terriers,Spartanburg,SC,Private,FCS,Southern Conference,https://en.wikipedia.org/wiki/Wofford_Terriers,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/Wofford_Terriers_logo.svg/250px-Wofford_Terriers_logo.svg.png,Gibbs Stadium,Russell C. King Field,Jerry Richardson Indoor Stadium,,Snyder Field,,,,"['#282829', '#8A6E4B']"
Wright State University,Wright State,Raiders,Dayton[L 31],OH,Public,Non-football,Horizon League,https://en.wikipedia.org/wiki/Wright_State_Raiders,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Wright_State_Raiders_logo.svg/250px-Wright_State_Raiders_logo.svg.png,,Nischwitz Stadium,Nutter Center,,Alumni Field,,,,"['#046A38', '#CBA052']"
Xavier University,Xavier,Musketeers,Cincinnati,OH,Private,Non-football,Big East Conference,https://en.wikipedia.org/wiki/Xavier_Musketeers,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Xavier_Musketeers_logo.svg/250px-Xavier_Musketeers_logo.svg.png,,J. Page Hayden Field,Cintas Center,,,,,,"['#0C2340', '#9EA2A2', '#FFFFFF']"
Yale University,Yale,Bulldogs,New Haven,CT,Private,FCS,Ivy League,https://en.wikipedia.org/wiki/Yale_Bulldogs,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Yale_Bulldogs_script.svg/250px-Yale_Bulldogs_script.svg.png,Yale Bowl,Yale Field,Payne Whitney Gym,DeWitt Family Stadium,Reese Stadium,Payne Whitney Gym,Ingalls Rink,{'Lacrosse stadium': 'Reese Stadium'},"['#0A2240', '#FFFFFF']"
