col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,photo_url,jersey_number,hometown,nationality,nba_status
Ryan Burbach,G,6-3,185,Cornell,Fr,-,Phoenix (AZ),Brophy College Preparatory,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burbach_Ryan_cor25.jpg,12.0,"Phoenix, Arizona",United States,Draft Eligible in 2029
Demarion Burch,G,6-4,200,Bradley,Jr,-,Milwaukee (WI),Alexander Hamilton High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burch_Demarion_brad23.jpg,0.0,"Milwaukee, Wisconsin",United States,Draft Eligible in 2027
T.J. Burch,G,6-1,175,Wright State,So,-,Dallas (TX),Mansfield High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burch_TJ_ball24.jpg,22.0,"Dallas, Texas",United States,Draft Eligible in 2028
Brit Burden,F,6-7,210,USC,So,-,Piedmont (CA),Piedmont High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burden_Brit_usc25.jpg,22.0,"Piedmont, California",United States,Draft Eligible in 2028
Kai Burdick,C,7-0,N/A,Southern Utah,Sr,-,Carlsbad (CA),Carlsbad High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burdick_Kai_sout24.jpg,25.0,"Carlsbad, California",United States,Draft Eligible in 2026
Ethan Burg,G,6-3,187,Tennessee,So,"Sep 4, 2002",N/A,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burg_Ethan_ten25.jpg,35.0,,Israel,Draft Eligible in 2028
Raleigh Burgess,C,6-10,225,Purdue,So,"Sep 17, 2005",Cincinnati (OH),Sycamore High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burgess_Raleigh_pur24.jpg,34.0,"Cincinnati, Ohio",United States,Draft Eligible in 2028
Terrion Burgess,F,6-9,200,Little Rock,Fr,-,Marion (AR),Benton High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burgess_Terrion_lr25.jpg,23.0,"Marion, Arkansas",United States,Draft Eligible in 2029
Aidan Burke,G,6-3,190,UC San Diego,Jr,-,San Jose (CA),Archbishop Mitty High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burke_Aidan_ucsd23.jpg,20.0,"San Jose, California",United States,Draft Eligible in 2027
Jeremiah Burke,F,6-7,215,Denver,Sr,-,Milwaukee (WI),St. Francis High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burke_Jeremiah_ndsu23.jpg,0.0,"Milwaukee, Wisconsin",United States,Draft Eligible in 2026
Jordan Burks,F,6-9,205,UCF,Jr,"Aug 11, 2004",St. Petersburg (FL),Central Pointe Christian Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burks_Jordan_uk23.jpg,99.0,"St. Petersburg, Florida",United States,Draft Eligible in 2027
Antwan Burnett,GF,6-5,205,Missouri State,Sr,-,Montgomery (AL),Sidney Lanier High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Barnett_Antwan_gram23.jpg,4.0,"Montgomery, Alabama",United States,Draft Eligible in 2026
David Burnett,F,6-3,200,Navy,So,-,Flowery Branch (GA),Buford High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burnett_David_navy24.jpg,7.0,"Flowery Branch, Georgia",United States,Draft Eligible in 2028
Nimari Burnett,SG,6-5,200,Michigan,Sr,"Dec 20, 2001",Chicago (IL),Prolific Prep (CA),https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burnett_Nimari_textech20.jpg,4.0,"Chicago, Illinois",United States,Draft Eligible in 2026
Andres Burney,F,6-9,210,Georgia Southern,Sr,-,Brundidge (AL),Pike County High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burney_Andres_jac23.jpg,24.0,"Brundidge, Alabama",United States,Draft Eligible in 2026
Trent Burns,FC,7-5,235,Missouri,Fr,"May 24, 2005",Cypress (TX),Cypress Ranch High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burns_Trent_mz24.jpg,7.0,"Cypress, Texas",United States,Draft Eligible in 2029
Gerald Burr III,G,6-2,N/A,Longwood,Fr,-,Richmond (VA),IMG Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burr_Gerald_long25.jpg,10.0,"Richmond, Virginia",United States,Draft Eligible in 2029
Brayden Burries,GF,6-4,200,Arizona,Fr,"Sep 18, 2005",Riverside (CA),Roosevelt High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burries_Brayden_az25.jpg,5.0,"Riverside, California",United States,Draft Eligible in 2029
Jesse Burris,F,6-5,190,Ohio,Fr,-,Delaware (OH),Rutherford B. Hayes High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burris_Jesse_oh24.jpg,21.0,"Delaware, Ohio",United States,Draft Eligible in 2029
Nigel Burris,F,6-7,225,Weber State,Sr,-,San Francisco (CA),Archbishop Mitty High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burris_Nigel_id22.jpg,5.0,"San Francisco, California",United States,Draft Eligible in 2026
Caesar Burrows,G,6-3,175,Lehigh,Fr,-,Marietta (GA),George Walton Comprehensive High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burrows_Caesar_leh25.jpg,2.0,"Marietta, Georgia",United States,Draft Eligible in 2029
Henry Burt,F,6-7,222,Nebraska,Jr,"Apr 13, 2004",Omaha (NE),Elkhorn South High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burt_Henry_neb22.jpg,35.0,"Omaha, Nebraska",United States,Draft Eligible in 2027
Tristan Burth,F,6-8,N/A,New Haven,Fr,-,Bronx (NY),Bridgeport Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burth_Tristan_nh25.jpg,20.0,"Bronx, New York",United States,Draft Eligible in 2029
Flash Burton,G,6-3,165,Rider,So,-,Philadelphia (PA),Cardinal O'Hara High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Flash_rid24.jpg,11.0,"Philadelphia, Pennsylvania",United States,Draft Eligible in 2028
"Andrell Burton, Jr.",F,6-6,195,South Dakota State,Fr,-,Wichita (KS),Campus High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Andrell_sdsu24.jpg,23.0,"Wichita, Kansas",United States,Draft Eligible in 2029
Kam Burton,G,6-3,195,Stephen F. Austin,Jr,-,Houston (TX),Legacy the School of Sport Sciences,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Kam_sola23.jpg,0.0,"Houston, Texas",United States,Draft Eligible in 2027
Lucas Burton,F,6-8,210,Cleveland State,Sr,-,Vancouver (BC),Lamar High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Lucas_csu25.jpg,13.0,"Vancouver, Canada",Canada,Draft Eligible in 2026
Markus Burton,G,6-0,190,Notre Dame,Jr,"Oct 3, 2004",Mishawaka (IN),Penn High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Markus_nd23.jpg,3.0,"Mishawaka, Indiana",United States,Draft Eligible in 2027
Max Burton,F,6-10,240,Western Michigan,Jr,-,Williamston (MI),Williamston High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Max_wmu23.jpg,10.0,"Williamston, Michigan",United States,Draft Eligible in 2027
Muja Burton,G,6-5,180,North Carolina A&T,Jr,-,Minneapolis (MN),Minnesota Preparatory Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Burton_Mujahiid_ncat25.jpg,2.0,"Minneapolis, Minnesota",United States,Draft Eligible in 2027
Braelon Bush,G,5-9,155,Chicago State,Sr,-,Silsbee (TX),Silsbee High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bush_Braelon_mcn20.jpg,21.0,"Silsbee, Texas",United States,Draft Eligible in 2026
Matas Buteliauskas,PF,6-6,N/A,Buffalo,Fr,"Aug 8, 2006",Vilnius,DME Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Buteliauskas_Matas_buf25.jpg,0.0,"Vilnius, Lithuania",Lithuania,Draft Eligible in 2029
Dominykas Butka,G,6-6,220,Campbell,Fr,"Jul 24, 2003",Panevezys,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butka_Dominykas_camp25.jpg,22.0,"Panevezys, Lithuania",Lithuania,Unrestricted Free Agent
Dovydas Butka,F,6-9,215,Campbell,So,"Jul 24, 2003",Panevezys,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butka_Dovydas_pep24.jpg,13.0,"Panevezys, Lithuania",Lithuania,Draft Eligible in 2028
Emilis Butkus,G,6-5,225,Mercyhurst,Sr,"Jul 24, 2003",Vilnius,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butkus_Milis_uci23.jpg,21.0,"Vilnius, Lithuania",Lithuania,Draft Eligible in 2026
Dillon Butler,G,6-3,192,Murray State,Fr,-,Memphis (TN),N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Dillon_mur25.jpg,25.0,"Memphis, Tennessee",United States,Draft Eligible in 2029
Ethan Butler,F,6-7,220,Charlotte,Sr,-,Toronto (ON),Southwest Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Ethan_or21.jpg,15.0,"Toronto, Canada",Canada,Draft Eligible in 2026
Jase Butler,SG,6-4,185,Colorado State,So,-,San Anselmo (CA),The Branson School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Jase_uw24.jpg,4.0,"San Anselmo, California",United States,Draft Eligible in 2028
Jonah Butler,F,6-6,210,Stony Brook,Fr,-,Murray (KY),Calloway County High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Jonah_sb25.jpg,5.0,"Murray, Kentucky",United States,Draft Eligible in 2029
Jordan Butler,C,7-0,237,South Carolina,Jr,"Jun 20, 2005",Greenville (SC),Christ Church Episcopal School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Jordan_miz23.jpg,0.0,"Greenville, South Carolina",United States,Draft Eligible in 2027
Kobe Butler,F,6-7,205,Jackson State,Fr,-,Marrero (LA),Archbishop Shaw High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Kobe_jsu25.jpg,21.0,"Marrero, Louisiana",United States,Draft Eligible in 2029
Luke Butler,G,6-4,180,California,Fr,-,Austin (TX),Westlake High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Luke_cal25.jpg,15.0,"Austin, Texas",United States,Draft Eligible in 2029
Mark Butler,G,5-10,170,Lafayette,Jr,-,Philadelphia (PA),William Penn Charter School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Mark_laf23.jpg,10.0,"Philadelphia, Pennsylvania",United States,Draft Eligible in 2027
Yame Butler,G,6-5,215,Butler,Sr,-,Greenbelt (MD),Fork Union Military Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Butler_Yame_ford20.jpg,8.0,"Greenbelt, Maryland",United States,Draft Eligible in 2026
Turner Buttry,G,5-11,165,Eastern Kentucky,Sr,-,Bowling Green (KY),Bowling Green High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Buttry_Turner_eku22.jpg,0.0,"Bowling Green, Kentucky",United States,Draft Eligible in 2026
Berke Buyuktuncel,F,6-10,244,Nebraska,Jr,"Sep 2, 2004",Bursa,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Buyuktuncel_Berke_ucla23.jpg,9.0,"Bursa, Turkey",Turkey,Draft Eligible in 2027
Vince Buzelis,F,6-4,N/A,South Dakota,Fr,"Apr 3, 2007",Chicago (IL),Sunrise Christian Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Buzelis_Vince_sd25.jpg,4.0,"Chicago, Illinois",United States / Lithuania,Draft Eligible in 2029
Stephen Byard,F,6-8,215,Chicago State,Sr,-,Atlantic City (NJ),Atlantic City High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byard_Stephen_alc23.jpg,8.0,"Atlantic City, New Jersey",United States,Draft Eligible in 2026
Brant Byers,F,6-8,195,Miami (OH),So,-,Chambersburg (PA),Perkiomen School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byers_Brant_mioh24.jpg,22.0,"Chambersburg, Pennsylvania",United States,Draft Eligible in 2028
A'mare Bynum,C,6-8,220,Ohio State,Fr,-,Omaha (NE),Link Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bynum_Amare_osu25.jpg,1.0,"Omaha, Nebraska",United States,Draft Eligible in 2029
Chane Bynum,F,6-9,195,UNC Greensboro,Fr,-,Atlanta (GA),Booker T. Washington High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bynum_Chane_uncg25.jpg,8.0,"Atlanta, Georgia",United States,Draft Eligible in 2029
Davis Bynum,F,6-9,210,Rider,So,-,East St. Louis (IL),East St. Louis Senior High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Bynum_Davis_csuf24.jpg,7.0,"East St. Louis, Illinois",United States,Draft Eligible in 2028
Brennen Byrd,F,6-6,205,Houston Christian,Fr,-,Coppell (TX),Grapevine High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byrd_Brennen_hcu25.jpg,32.0,"Coppell, Texas",United States,Draft Eligible in 2029
Miles Byrd,F,6-6,215,San Diego State,Jr,"Sep 8, 2004",Stockton (CA),Lincoln High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byrd_Miles_sdsu22.jpg,21.0,"Stockton, California",United States,Draft Eligible in 2027
Tyler Byrd,G,6-3,191,Alabama State,Jr,-,Memphis (TN),Tipton-Rosemark Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byrd_Tyler_alst25.jpg,0.0,"Memphis, Tennessee",United States,Draft Eligible in 2027
Colin Byrne,G,6-3,170,Stonehill,Fr,-,Middletown (NJ),Middletown North High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byrne_Colin_sto25.jpg,21.0,"Middletown, New Jersey",United States,Draft Eligible in 2029
Leo Byrne,F,6-8,195,Harvard,So,"Oct 19, 2005",Stockholm,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byrne_Leo_har24.jpg,17.0,"Stockholm, Sweden",Sweden / Ireland,Draft Eligible in 2028
Truman Byrne,C,6-10,230,Central Arkansas,Fr,-,Melbourne (VIC),Berwick College,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byrne_Truman_uca25.jpg,0.0,"Melbourne, Australia",Australia,Draft Eligible in 2029
Emmitt Byther,F,6-6,N/A,Maine,Fr,-,Old Town (ME),Old Town High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Byther_Emmitt_me25.jpg,12.0,"Old Town, Maine",United States,Draft Eligible in 2029
William Kassi,F,6-9,190,Oakland,Jr,"Mar 18, 2004",Pontoise,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/player_photo.jpg,4.0,"Pontoise, France",France,Draft Eligible in 2027
Baba Miller,C,6-11,215,Cincinnati,Sr,"Feb 7, 2004",Palma,N/A,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Miller_Baba_21.jpg,18.0,"Palma, Spain",Spain,Draft Eligible in 2026
Jermaine Webb,C,7-1,250,Portland,Sr,"Feb 22, 2003",Stjaer,Montverde Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ballisagerwebb_Jermaine_am22.jpg,1.0,"Stjaer, Denmark",Denmark,Draft Eligible in 2026
Elliot Cadeau,G,6-1,180,Michigan,Jr,"Sep 4, 2004",West Orange (NJ),Bergen Catholic High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cadeau_Elliot_unc23.jpg,3.0,"West Orange, New Jersey",United States / Sweden,Draft Eligible in 2027
Trey Cady,F,6-8,185,North Florida,Fr,-,Marion (OH),Western Reserve Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cady_Trey_unf25.jpg,22.0,"Marion, Ohio",United States,Draft Eligible in 2029
Blue Cain,G,6-5,195,Georgia,Jr,"Sep 25, 2004",Knoxville (TN),IMG Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cain_Blue_ga23.jpg,0.0,"Knoxville, Tennessee",United States,Draft Eligible in 2027
Bryson Calamese,G,6-1,190,Alcorn State,Jr,-,Little Rock (AR),Joe T. Robinson High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Calamese_Bryson_alc25.jpg,4.0,"Little Rock, Arkansas",United States,Draft Eligible in 2027
Samis Calderon,GF,6-8,215,Kansas,Fr,"Nov 25, 2004",Santos,NBA Academy Latin America,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Calderon_Samis_ku25.jpg,6.0,"Santos, Brazil",Brazil,Draft Eligible in 2029
Hunter Caldwell,C,6-10,230,Northern Colorado,So,-,Parker (CO),Lutheran High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Caldwell_Hunter_unc24.jpg,4.0,"Parker, Colorado",United States,Draft Eligible in 2028
T.J. Caldwell,G,6-4,190,Arkansas State,Jr,"Mar 23, 2004",Dallas (TX),Faith Family Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Caldwell_TJ_olemiss22.jpg,2.0,"Dallas, Texas",United States,Draft Eligible in 2027
Solomon Callaghan,G,6-2,195,Wright State,So,-,Wadsworth (OH),Wadsworth High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Callaghan_Solomon_wri24.jpg,13.0,"Wadsworth, Ohio",United States,Draft Eligible in 2028
Emmanuel Callas,F,6-5,215,San Diego,Jr,-,Oakland (CA),Campolindo High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Callas_Emmanuel_usd22.jpg,22.0,"Oakland, California",United States,Draft Eligible in 2027
Nate Calmese,G,6-2,181,Wake Forest,Sr,-,Gilbert (AZ),Mesquite High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Calmese_Nate_lam23.jpg,1.0,"Gilbert, Arizona",United States,Draft Eligible in 2026
Dramane Camara,SG,6-6,215,Norfolk State,Jr,"Jan 24, 2004",Paris,NBA Academy Africa,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Camara_Dramane_nsu24.jpg,35.0,"Paris, France",France / Mali,Draft Eligible in 2027
Mouhamad Camara,C,6-8,215,Louisville,Fr,"Apr 1, 2005",Dakar,NBA Academy Africa,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Camara_Mouhamed_lou25.jpg,12.0,"Dakar, Senegal",Senegal,Draft Eligible in 2029
Devan Cambridge,G,6-6,210,UCF,Sr,"Jan 30, 2001",Athens (TN),Hillcrest Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cambridge_Devan_aub19.jpg,35.0,"Athens, Tennessee",United States,Draft Eligible in 2026
John Camden,SF,6-8,220,California,Sr,-,Richmond (VA),Brewster Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Camden_John_mem21.jpg,2.0,"Richmond, Virginia",United States,Draft Eligible in 2026
Mekhi Cameron,GF,6-4,195,Tennessee Tech,Sr,-,Atlanta (GA),Eagles Landing Christian Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cameron_Mekhi_tu24.jpg,1.0,"Atlanta, Georgia",United States,Draft Eligible in 2026
Aidan Cammann,F,6-10,230,Stanford,Jr,-,Andover (MA),Brewster Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Camman_Aidan_stan23.jpg,52.0,"Andover, Massachusetts",United States,Draft Eligible in 2027
Cameron Campbell,F,6-3,195,Louisiana-Monroe,Jr,-,Brownsville (KY),Edmonson County High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_Cam_ulm25.jpg,32.0,"Brownsville, Kentucky",United States,Draft Eligible in 2027
Cobi Campbell,G,6-2,195,Troy,Sr,-,Seattle (WA),Elite Prep Bellevue,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_Cobi_troy24.jpg,2.0,"Seattle, Washington",United States,Draft Eligible in 2026
Cooper Campbell,G,6-1,195,Troy,So,-,Puyallup (WA),PPHoenix College Prep,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_Cooper_troy24.jpg,3.0,"Puyallup, Washington",United States,Draft Eligible in 2028
D.J. Campbell,G,6-2,205,California,Sr,-,Hampton (VA),Kecoughtan High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_DJ_wc22.jpg,1.0,"Hampton, Virginia",United States,Draft Eligible in 2026
Javontae Campbell,G,6-2,155,Bowling Green,Sr,-,Muskogee (OK),Muskogee High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_Javontae_bsu24.jpg,2.0,"Muskogee, Oklahoma",United States,Draft Eligible in 2026
Liam Campbell,F,6-4,200,Saint Mary's,Fr,-,Meridian (ID),Owyhee High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_Liam_smc24.jpg,33.0,"Meridian, Idaho",United States,Draft Eligible in 2029
Trey Campbell,G,6-4,190,Northern Iowa,Sr,-,Cedar Falls (IA),Cedar Falls High School,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_Trey_uni22.jpg,4.0,"Cedar Falls, Iowa",United States,Draft Eligible in 2026
William Campbell,F,6-4,N/A,Lindenwood,Fr,-,Los Angeles (CA),Sunrise Christian Academy,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Campbell_William_lind25.jpg,12.0,"Los Angeles, California",United States,Draft Eligible in 2029
